,Answer,Gender,Center,Year,Days,ZipCode,GoStage1,GoStage2,GoStage3,SameBack,BackStage1,BackStage2,BackStage3,Fastest,Cheapest,Comfortable,OnlyOption,Environmental,Healthiest,OtherTrips,Other
478,1055,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Third,4,8980,On foot,Renfe,Renfe,Yes,,,,No,No,No,Yes,No,No,No,
479,1056,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,6,8600,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,No,No,No,No,No,
480,1059,Woman,Barcelona School of Informatics (FIB),First,5,,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
481,1060,Man,Barcelona School of Informatics (FIB),First,5,8339,Bus,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
482,1061,Man,School of Engineering of Barcelona East (EEBE),Second,5,8924,On foot,,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
483,1062,Man,Barcelona School of Informatics (FIB),First,4,8720,On foot,Bus,On foot,Yes,,,,Yes,No,No,No,Yes,No,No,
484,1065,Man,Barcelona School of Informatics (FIB),Second,3,8032,Scooter (or other micro-mobility devices) with non-renewable charging,Scooter (or other micro-mobility devices) with non-renewable charging,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,,,,No,Yes,No,No,Yes,No,No,
485,1067,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,4,8041,On foot,Bus,,Yes,,,,No,No,Yes,No,Yes,No,No,
486,1068,Man,Barcelona School of Informatics (FIB),Third,4,8004,On foot,Underground,On foot,No,On foot,On foot,On foot,No,No,Yes,No,Yes,No,No,
487,1070,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,4,8201,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,,,,Yes,No,No,No,No,No,Yes,
488,1072,Man,Barcelona School of Informatics (FIB),Third,4,8037,Bicycle,Bicycle,Bicycle,Yes,,,,No,Yes,No,No,No,Yes,No,
489,1074,Man,School of Architecture of Vallès (ETSAV),Fourth,3,8757,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,Yes,No,No,No,
490,1075,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Fourth,1,8014,Underground,On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
491,1076,Man,Barcelona School of Informatics (FIB),First,5,8029,On foot,On foot,On foot,Yes,,,,No,No,No,No,Yes,No,No,It's free cardio
492,1080,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,3,8571,Electric vehicle (with Zero label and renewable source charging),Electric vehicle (with Zero label and renewable source charging),Electric vehicle (with Zero label and renewable source charging),Yes,,,,No,Yes,No,No,Yes,No,No,
493,1081,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,5,8270,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,Yes,No,No,No,No,No,
494,1082,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Third,5,8028,On foot,Tram,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
495,1087,Man,Barcelona School of Informatics (FIB),First,3,8034,On foot,On foot,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
496,1089,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,5,8002,Underground,,,Yes,,,,Yes,No,No,No,No,No,No,
497,1090,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,5,8173,On foot,FGC,Bus,Yes,,,,Yes,No,No,No,No,No,No,
498,1091,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,4,8007,On foot,FGC,On foot,Yes,,,,No,Yes,No,No,No,No,Yes,
499,1094,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,3,80826,Underground,On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
500,1098,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8022,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,No,No,No,No,No,
501,1101,Man,Polytechnic University School of Building of Barcelona (EPSEB),Third,4,8028,On foot,,,Yes,,,,Yes,No,No,No,No,No,No,
502,1102,Man,School of Engineering of Barcelona East (EEBE),Second,5,8302,On foot,Renfe,Tram,Yes,,,,Yes,No,No,No,No,No,No,
503,1104,Man,Barcelona School of Informatics (FIB),Third,5,8850,On foot,Underground,Bus,Yes,,,,Yes,Yes,No,No,No,No,No,
504,1106,Woman,School of Engineering of Barcelona East (EEBE),First,5,8905,Underground,Tram,,Yes,,,,No,Yes,No,No,No,No,No,
505,1107,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Fourth,5,8024,On foot,Bus,On foot,Yes,,,,No,Yes,No,Yes,No,No,No,
506,1108,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Second,3,8028,Underground,Underground,,Yes,,,,Yes,No,No,No,No,No,No,
507,1109,Man,School of Engineering of Barcelona East (EEBE),Fourth,5,8304,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,No,No,No,No,Yes,
508,1111,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,8788,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,On foot,Yes,,,,Yes,No,No,Yes,No,No,No,
509,1113,Man,Polytechnic School of Engineering of Manresa (EPSEM),Second,5,8757,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",FGC,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
510,1117,Man,Faculty of Nautical of Barcelona (FNB),Third,5,8018,,,Bus,Yes,,,,Yes,Yes,No,No,No,No,No,
511,1119,Man,Barcelona School of Informatics (FIB),First,1,8028,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,No,No,No,Yes,No,No,No,
512,1120,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,2,8006,On foot,Bus,Tram,No,Bus,On foot,,Yes,Yes,No,No,No,No,No,
513,1125,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,5,8253,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,Yes,No,No,No,No,
514,1129,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,3,8026,Underground,Tram,On foot,No,On foot,Underground,,No,No,Yes,No,Yes,No,No,
515,1130,Woman,School of Engineering of Barcelona East (EEBE),Third,4,8011,Tram,Underground,Underground,Yes,,,,Yes,No,No,No,Yes,No,No,
516,1131,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Fourth,5,8820,On foot,Renfe,On foot,Yes,,,,No,No,No,Yes,No,No,No,
517,1134,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,4,8015,On foot,Underground,On foot,Yes,,,,Yes,No,No,Yes,No,No,No,
518,1137,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8950,Tram,,,Yes,,,,Yes,No,Yes,No,No,No,No,
519,1140,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,2,8042,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Underground,Bus,No,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Underground,,Yes,No,No,No,No,No,No,
520,1141,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,4,8901,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,No,No,No,No,No,No,"I have not received any scholarships from the Generalitat, not even a little help for mobility. So I am forced to use my car which is faster and for now cheaper than taking public transport. Renfe is never punctual and I have more than an hour and a quarter to reach the university"
521,1143,Man,School of Architecture of Vallès (ETSAV),Second,3,8172,On foot,On foot,On foot,Yes,,,,No,No,No,No,No,Yes,No,
522,1146,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8410,Renfe,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,Yes,No,No,No,No,No,
523,1149,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Fourth,4,8860,On foot,,,Yes,,,,No,No,Yes,No,No,No,No,
524,1151,Woman,School of Architecture of Vallès (ETSAV),First,2,8002,Underground,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,Yes,No,No,No,
525,1153,Man,Barcelona School of Informatics (FIB),Fourth,3,8015,Underground,On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
526,1154,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,4,8860,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,Yes,No,No,No,No,No,
527,1155,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,5,8750,On foot,Bus,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
528,1157,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8028,On foot,Underground,Tram,No,On foot,On foot,On foot,No,No,Yes,No,No,Yes,No,
529,1159,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),First,5,8015,Bus,,,Yes,,,,Yes,No,Yes,No,No,No,No,
530,1160,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,2,8030,Combustion or electric motorcycle with non-renewable source charging,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,No,No,No,No,
531,1162,Man,Polytechnic University School of Building of Barcelona (EPSEB),First,4,8292,Bus,Bus,Bus,Yes,,,,Yes,No,No,No,No,No,No,
532,1164,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,3,8786,Renfe,Underground,Scooter (or other micro-mobility devices) with renewable charging,Yes,,,,Yes,No,No,Yes,No,No,No,
533,1165,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,4,8208,On foot,FGC,Bus,Yes,,,,Yes,No,No,No,No,No,Yes,
534,1166,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Third,5,8022,Bus,On foot,,Yes,,,,Yes,Yes,No,No,No,No,No,
535,1167,Man,Barcelona School of Informatics (FIB),Fourth,4,8024,Bus,On foot,,No,Bus,,,No,Yes,Yes,No,No,No,No,
536,1170,Man,Faculty of Nautical of Barcelona (FNB),Third,5,8902,On foot,,Renfe,Yes,,,,Yes,No,Yes,No,No,No,No,
537,1171,Man,School of Engineering of Barcelona East (EEBE),Second,3,8720,Bus,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",No,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,,No,Yes,No,No,Yes,No,No,
538,1172,Man,Barcelona School of Informatics (FIB),First,4,8243,Bus,Bus,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
539,1175,Woman,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Third,5,8800,,,,Yes,,,,No,No,No,No,No,No,No,"I live in Móra d'Ebre and I live in the student residence which is 2 minutes away, therefore, I use the train to come to Vilanova or a private car"
540,1176,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,8022,On foot,Bus,On foot,No,Underground,Bus,On foot,No,Yes,Yes,No,No,No,No,
541,1181,Man,School of Architecture of Vallès (ETSAV),Fourth,4,8173,On foot,On foot,On foot,Yes,,,,No,No,No,No,Yes,Yes,No,
542,1182,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8940,Tram,,,Yes,,,,Yes,No,Yes,No,No,No,No,
543,1186,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,3,8025,Bus,Bus,Bus,Yes,,,,No,No,Yes,No,No,No,No,
544,1188,Woman,School of Engineering of Barcelona East (EEBE),First,3,8016,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,No,No,No,No,No,No,Yes,
545,1189,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,3,8202,Renfe,FGC,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
546,1190,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Third,5,8917,Bus,Underground,Renfe,Yes,,,,Yes,No,No,Yes,No,No,No,
547,1191,Woman,Barcelona School of Informatics (FIB),First,5,8800,On foot,Underground,Bus,No,On foot,Underground,Bus,No,No,No,Yes,No,No,No,
548,1192,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,25430,On foot,On foot,On foot,Yes,,,,No,No,No,Yes,No,No,No,
549,1193,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Third,5,8025,Combustion or electric motorcycle with non-renewable source charging,Underground,Bicycle,Yes,,,,Yes,No,No,No,No,No,No,
550,1194,Woman,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Fourth,2,8014,On foot,Renfe,,Yes,,,,No,Yes,Yes,No,No,No,No,
551,1195,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,43203,Renfe,On foot,Renfe,Yes,,,,No,No,No,Yes,Yes,No,No,
552,1198,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,4,,,,,No,Underground,,,Yes,No,No,No,No,No,No,
553,1200,Woman,School of Engineering of Barcelona East (EEBE),Fourth,4,8980,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,No,No,No,No,Yes,
554,1201,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Third,5,8028,On foot,Underground,Renfe,Yes,,,,Yes,Yes,No,No,No,No,No,
555,1203,Man,Polytechnic University School of Building of Barcelona (EPSEB),Third,2,8014,Underground,On foot,,No,On foot,,,Yes,Yes,No,No,No,No,No,
556,1204,Woman,Polytechnic School of Engineering of Manresa (EPSEM),First,1,8242,On foot,Bus,,Yes,,,,No,No,No,No,Yes,No,No,
557,1205,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,5,8017,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,Yes,No,No,No,No,
558,1209,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8225,On foot,On foot,On foot,Yes,,,,No,Yes,No,No,No,Yes,No,
559,1210,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8860,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,Yes,No,No,No,No,
560,1211,Woman,Barcelona School of Informatics (FIB),Second,2,8202,On foot,FGC,Underground,Yes,,,,Yes,No,No,No,No,No,No,
561,1212,Woman,School of Architecture of Vallès (ETSAV),First,4,8037,,On foot,FGC,Yes,,,,Yes,Yes,No,No,No,No,No,
562,1214,Man,Barcelona School of Informatics (FIB),Fourth,4,8028,On foot,,,Yes,,,,No,Yes,No,No,No,Yes,No,
563,1215,Woman,Polytechnic School of Engineering of Manresa (EPSEM),Second,5,8226,On foot,Renfe,Bus,Yes,,,,No,Yes,No,Yes,No,No,No,
564,1217,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Fourth,5,43830,Renfe,Underground,On foot,Yes,,,,No,Yes,Yes,No,No,No,No,
565,1218,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Third,4,8320,On foot,Renfe,On foot,Yes,,,,No,No,No,Yes,No,No,No,
566,1225,Man,Barcelona School of Informatics (FIB),First,5,8940,On foot,Bus,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
567,1226,Man,Faculty of Nautical of Barcelona (FNB),First,5,8023,Underground,,,Yes,,,,No,Yes,No,No,No,No,No,
568,1228,Woman,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,5,8860,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,Yes,No,No,No,No,
569,1229,Man,Faculty of Mathematics and Statistics (FME),Third,5,8940,Tram,,,Yes,,,,Yes,No,No,No,Yes,No,No,
570,1232,Woman,Barcelona School of Informatics (FIB),First,2,8640,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",FGC,Underground,Yes,,,,No,Yes,No,No,No,No,No,
571,1233,Woman,Faculty of Nautical of Barcelona (FNB),Third,5,8022,FGC,Underground,,Yes,,,,Yes,No,No,No,No,No,No,
572,1234,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Third,4,43580,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,Yes,,,,Yes,No,No,Yes,No,No,No,
573,1237,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,4,8110,On foot,Renfe,FGC,Yes,,,,No,No,No,Yes,No,No,Yes,
574,1239,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Third,2,8030,,On foot,Underground,No,,On foot,Underground,No,Yes,No,No,No,No,No,
575,1242,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,3,8243,Bus,Bus,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
576,1244,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8023,On foot,Bicycle,Bus,Yes,,,,Yes,Yes,No,No,No,No,No,
577,1245,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,5,8902,Underground,Bus,,Yes,,,,No,Yes,Yes,No,No,No,No,
578,1249,Man,Polytechnic School of Engineering of Manresa (EPSEM),Third,5,8242,On foot,On foot,On foot,Yes,,,,No,No,Yes,No,No,No,No,
579,1250,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Second,3,8004,Underground,,,Yes,,,,Yes,No,No,No,No,No,No,
580,1252,Man,Polytechnic University School of Building of Barcelona (EPSEB),First,4,8001,Underground,Underground,Underground,Yes,,,,Yes,No,No,No,No,No,No,
581,1253,Man,School of Engineering of Barcelona East (EEBE),First,5,8027,Bicycle,,,Yes,,,,Yes,Yes,No,No,No,No,No,
582,1255,NR/DK,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,8459,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,Underground,Yes,,,,No,No,Yes,No,Yes,No,No,
