,COURSE,UPC Code and Acronyms,Municipality_Course,Postal Code Course,Total Course
2711,22-23,290 ETSAV,Lliçà d'Am,8186,4
2712,22-23,290 ETSAV,Lliçà de V,8185,1
2713,22-23,290 ETSAV,Lloret de ,17310,1
2714,22-23,290 ETSAV,Madrid,28016,1
2715,22-23,290 ETSAV,Madrid,28028,1
2716,22-23,290 ETSAV,Madrid,28035,1
2717,22-23,290 ETSAV,Madrid,28042,1
2718,22-23,290 ETSAV,Manresa,8241,2
2719,22-23,290 ETSAV,Manresa,8243,1
2720,22-23,290 ETSAV,Martorell,8760,1
2721,22-23,290 ETSAV,Massamagre,46130,1
2722,22-23,290 ETSAV,Matadepera,8230,6
2723,22-23,290 ETSAV,Mataró,8301,5
2724,22-23,290 ETSAV,Mataró,8303,1
2725,22-23,290 ETSAV,Mataró,8304,1
2726,22-23,290 ETSAV,Moià,8180,2
2727,22-23,290 ETSAV,Mollet del,8100,5
2728,22-23,290 ETSAV,Montcada i,8110,4
2729,22-23,290 ETSAV,Montmeló,8160,1
2730,22-23,290 ETSAV,Montornès ,8170,1
2731,22-23,290 ETSAV,Navarcles,8270,1
2732,22-23,290 ETSAV,Navata,17744,1
2733,22-23,290 ETSAV,Olèrdola,8734,1
2734,22-23,290 ETSAV,Olesa de M,8640,2
2735,22-23,290 ETSAV,Palau-soli,8184,2
2736,22-23,290 ETSAV,Palma de M,7004,1
2737,22-23,290 ETSAV,Palma de M,7006,2
2738,22-23,290 ETSAV,Palma de M,7014,1
2739,22-23,290 ETSAV,Prats de L,8513,1
2740,22-23,290 ETSAV,Premià de ,8338,2
2741,22-23,290 ETSAV,Reus,43201,1
2742,22-23,290 ETSAV,Rincón de ,29730,1
2743,22-23,290 ETSAV,Ripoll,17500,1
2744,22-23,290 ETSAV,Ripollet,8193,1
2745,22-23,290 ETSAV,Ripollet,8291,6
2746,22-23,290 ETSAV,Rubí,8191,6
2747,22-23,290 ETSAV,Sabadell,8201,6
2748,22-23,290 ETSAV,Sabadell,8202,7
2749,22-23,290 ETSAV,Sabadell,8203,4
2750,22-23,290 ETSAV,Sabadell,8204,2
2751,22-23,290 ETSAV,Sabadell,8205,6
2752,22-23,290 ETSAV,Sabadell,8206,6
2753,22-23,290 ETSAV,Sabadell,8207,5
2754,22-23,290 ETSAV,Sabadell,8208,4
2755,22-23,290 ETSAV,San Sebast,28702,1
2756,22-23,290 ETSAV,Sant Andre,8392,1
2757,22-23,290 ETSAV,Sant Anton,8459,1
2758,22-23,290 ETSAV,Sant Boi d,8830,1
2759,22-23,290 ETSAV,Sant Cugat,1006,1
2760,22-23,290 ETSAV,Sant Cugat,8098,1
2761,22-23,290 ETSAV,Sant Cugat,8172,28
2762,22-23,290 ETSAV,Sant Cugat,8173,106
2763,22-23,290 ETSAV,Sant Cugat,8174,3
2764,22-23,290 ETSAV,Sant Cugat,8192,1
2765,22-23,290 ETSAV,Sant Cugat,8195,16
2766,22-23,290 ETSAV,Sant Cugat,8197,6
2767,22-23,290 ETSAV,Sant Cugat,8198,6
2768,22-23,290 ETSAV,Sant Cugat,23456,1
2769,22-23,290 ETSAV,Sant Feliu,8182,3
2770,22-23,290 ETSAV,Sant Feliu,8980,10
2771,22-23,290 ETSAV,Sant Feliu,17220,1
2772,22-23,290 ETSAV,Sant Fost ,8105,2
2773,22-23,290 ETSAV,Sant Joan ,8970,3
2774,22-23,290 ETSAV,Sant Julià,17481,1
2775,22-23,290 ETSAV,Sant Just ,8960,4
2776,22-23,290 ETSAV,Sant Llore,8212,1
2777,22-23,290 ETSAV,Sant Pere ,8810,1
2778,22-23,290 ETSAV,Sant Quirz,8192,7
2779,22-23,290 ETSAV,Sant Sadur,8770,1
2780,22-23,290 ETSAV,Sant Vicen,8394,1
2781,22-23,290 ETSAV,Sant Vicen,8571,1
2782,22-23,290 ETSAV,Sant Vicen,8620,1
2783,22-23,290 ETSAV,Santa Colo,8690,1
2784,22-23,290 ETSAV,Santa Colo,8921,1
2785,22-23,290 ETSAV,Santa Lucí,35110,1
2786,22-23,290 ETSAV,Santa Marg,7450,1
2787,22-23,290 ETSAV,Santa Marg,8730,1
2788,22-23,290 ETSAV,Santa Mari,8460,1
2789,22-23,290 ETSAV,Sense Info,99999,5
2790,22-23,290 ETSAV,Sitges,8870,2
2791,22-23,290 ETSAV,Sóller,7100,1
2792,22-23,290 ETSAV,Son Server,7550,1
2793,22-23,290 ETSAV,Tarragona,43003,1
2794,22-23,290 ETSAV,Tarragona,43008,1
2795,22-23,290 ETSAV,Tàrrega,25300,1
2796,22-23,290 ETSAV,Teià,8329,3
2797,22-23,290 ETSAV,Terrassa,8221,12
2798,22-23,290 ETSAV,Terrassa,8222,8
2799,22-23,290 ETSAV,Terrassa,8223,2
2800,22-23,290 ETSAV,Terrassa,8224,10
2801,22-23,290 ETSAV,Terrassa,8225,6
2802,22-23,290 ETSAV,Terrassa,8226,4
2803,22-23,290 ETSAV,Terrassa,8227,2
2804,22-23,290 ETSAV,Terrassa,8228,4
2805,22-23,290 ETSAV,Tiana,8391,1
2806,22-23,290 ETSAV,Toledo,45005,2
2807,22-23,290 ETSAV,Torredemba,43830,1
2808,22-23,290 ETSAV,Ullastrell,8231,3
2809,22-23,290 ETSAV,Vacarisses,8233,4
2810,22-23,290 ETSAV,Vélez-Mála,29700,1
2811,22-23,290 ETSAV,Vic,8500,2
2812,22-23,290 ETSAV,Viladecava,8232,4
2813,22-23,290 ETSAV,Vilafant,17740,1
2814,22-23,290 ETSAV,Vilafranca,8720,3
2815,22-23,290 ETSAV,Vilanova d,8410,1
2816,22-23,290 ETSAV,Vilanova i,8800,1
2817,22-23,290 ETSAV,Vila-seca,43480,1
2818,22-23,290 ETSAV,Vilassar d,8339,1
2819,22-23,290 ETSAV,Vilassar d,8340,1
2820,22-23,295 EEBE,A Coruña,15003,1
2821,22-23,295 EEBE,A Coruña,15009,1
2822,22-23,295 EEBE,A Pobra de,32780,1
2823,22-23,295 EEBE,Abrera,8630,1
2824,22-23,295 EEBE,Agramunt,25310,1
2825,22-23,295 EEBE,Alella,8328,5
2826,22-23,295 EEBE,Almacelles,25100,1
2827,22-23,295 EEBE,Ametlla de,8480,9
2828,22-23,295 EEBE,Amposta,43870,1
2829,22-23,295 EEBE,Arenys de ,8350,15
2830,22-23,295 EEBE,Arenys de ,8358,13
2831,22-23,295 EEBE,Argentona,8310,11
2832,22-23,295 EEBE,Avià,8610,2
2833,22-23,295 EEBE,Avinyó,8279,1
2834,22-23,295 EEBE,Badalona,8360,1
2835,22-23,295 EEBE,Badalona,8911,31
2836,22-23,295 EEBE,Badalona,8912,38
2837,22-23,295 EEBE,Badalona,8913,17
2838,22-23,295 EEBE,Badalona,8914,18
2839,22-23,295 EEBE,Badalona,8915,16
2840,22-23,295 EEBE,Badalona,8917,43
2841,22-23,295 EEBE,Badalona,8918,7
2842,22-23,295 EEBE,Badalona,8921,1
2843,22-23,295 EEBE,Badalona,8930,1
2844,22-23,295 EEBE,Badia del ,8210,1
2845,22-23,295 EEBE,Badia del ,8214,4
2846,22-23,295 EEBE,Banyoles,17820,1
2847,22-23,295 EEBE,Barberà de,8210,1
2848,22-23,295 EEBE,Barcelona,8001,17
2849,22-23,295 EEBE,Barcelona,8002,10
2850,22-23,295 EEBE,Barcelona,8003,16
2851,22-23,295 EEBE,Barcelona,8004,24
2852,22-23,295 EEBE,Barcelona,8005,50
2853,22-23,295 EEBE,Barcelona,8006,25
2854,22-23,295 EEBE,Barcelona,8007,3
2855,22-23,295 EEBE,Barcelona,8008,7
2856,22-23,295 EEBE,Barcelona,8009,11
2857,22-23,295 EEBE,Barcelona,8010,8
2858,22-23,295 EEBE,Barcelona,8011,24
2859,22-23,295 EEBE,Barcelona,8012,27
2860,22-23,295 EEBE,Barcelona,8013,69
2861,22-23,295 EEBE,Barcelona,8014,41
2862,22-23,295 EEBE,Barcelona,8015,44
2863,22-23,295 EEBE,Barcelona,8016,32
2864,22-23,295 EEBE,Barcelona,8017,24
2865,22-23,295 EEBE,Barcelona,8018,73
2866,22-23,295 EEBE,Barcelona,8019,53
2867,22-23,295 EEBE,Barcelona,8020,75
2868,22-23,295 EEBE,Barcelona,8021,22
2869,22-23,295 EEBE,Barcelona,8022,35
2870,22-23,295 EEBE,Barcelona,8023,32
2871,22-23,295 EEBE,Barcelona,8024,36
2872,22-23,295 EEBE,Barcelona,8025,59
2873,22-23,295 EEBE,Barcelona,8026,41
2874,22-23,295 EEBE,Barcelona,8027,62
2875,22-23,295 EEBE,Barcelona,8028,59
2876,22-23,295 EEBE,Barcelona,8029,46
2877,22-23,295 EEBE,Barcelona,8030,54
2878,22-23,295 EEBE,Barcelona,8031,43
2879,22-23,295 EEBE,Barcelona,8032,39
2880,22-23,295 EEBE,Barcelona,8033,10
2881,22-23,295 EEBE,Barcelona,8034,13
2882,22-23,295 EEBE,Barcelona,8035,21
2883,22-23,295 EEBE,Barcelona,8036,23
2884,22-23,295 EEBE,Barcelona,8037,22
2885,22-23,295 EEBE,Barcelona,8038,24
2886,22-23,295 EEBE,Barcelona,8040,1
2887,22-23,295 EEBE,Barcelona,8041,27
2888,22-23,295 EEBE,Barcelona,8042,21
2889,22-23,295 EEBE,Barcelona,8081,1
2890,22-23,295 EEBE,Barcelona,8150,1
2891,22-23,295 EEBE,Barcelona,8191,1
2892,22-23,295 EEBE,Barcelona,8205,1
2893,22-23,295 EEBE,Barcelona,8280,1
2894,22-23,295 EEBE,Barcelona,8303,1
2895,22-23,295 EEBE,Barcelona,8450,1
2896,22-23,295 EEBE,Barcelona,8700,1
2897,22-23,295 EEBE,Barcelona,8850,1
2898,22-23,295 EEBE,Barcelona,8903,3
2899,22-23,295 EEBE,Barcelona,8905,1
2900,22-23,295 EEBE,Barcelona,8907,1
2901,22-23,295 EEBE,Barcelona,8908,1
2902,22-23,295 EEBE,Barcelona,8913,1
2903,22-23,295 EEBE,Barcelona,8923,1
2904,22-23,295 EEBE,Barcelona,8930,16
2905,22-23,295 EEBE,Barcelona,8950,1
2906,22-23,295 EEBE,Barcelona,8970,1
2907,22-23,295 EEBE,Barcelona,8980,1
2908,22-23,295 EEBE,Batea,43786,1
2909,22-23,295 EEBE,Begues,8859,2
2910,22-23,295 EEBE,Bellpuig,25250,1
2911,22-23,295 EEBE,Bellvei,43719,1
2912,22-23,295 EEBE,Berga,8600,3
2913,22-23,295 EEBE,Bigues i R,8415,3
2914,22-23,295 EEBE,Blanes,17300,10
2915,22-23,295 EEBE,Bonastre,43884,1
2916,22-23,295 EEBE,Borrassà,17770,1
2917,22-23,295 EEBE,Cabrera de,8349,6
2918,22-23,295 EEBE,Cabrils,8348,12
2919,22-23,295 EEBE,Calafell,43820,1
2920,22-23,295 EEBE,Calafell,43882,1
2921,22-23,295 EEBE,Caldes de ,8140,11
2922,22-23,295 EEBE,Caldes de ,17455,2
2923,22-23,295 EEBE,Caldes d'E,8393,3
2924,22-23,295 EEBE,Calella,8370,9
2925,22-23,295 EEBE,Calldetene,8506,1
2926,22-23,295 EEBE,Calonge,17252,1
2927,22-23,295 EEBE,Calp,3710,2
2928,22-23,295 EEBE,Calvià,7184,1
2929,22-23,295 EEBE,Cambados,36630,1
2930,22-23,295 EEBE,Cambrils,43850,1
2931,22-23,295 EEBE,Campdevàno,17530,1
2932,22-23,295 EEBE,Canet de M,8360,9
2933,22-23,295 EEBE,Canovelles,8403,1
2934,22-23,295 EEBE,Canovelles,8420,6
2935,22-23,295 EEBE,Cànoves i ,8445,2
2936,22-23,295 EEBE,Capellades,8786,1
2937,22-23,295 EEBE,Cardedeu,8440,8
2938,22-23,295 EEBE,Cardona,8261,1
2939,22-23,295 EEBE,Carme,8787,1
2940,22-23,295 EEBE,Castejón d,22466,1
2941,22-23,295 EEBE,"Castell, E",8860,1
2942,22-23,295 EEBE,Castellar ,8211,5
2943,22-23,295 EEBE,Castellbis,8755,2
2944,22-23,295 EEBE,Castelldef,8860,30
2945,22-23,295 EEBE,Castell-Pl,17250,1
2946,22-23,295 EEBE,Castellser,25334,2
2947,22-23,295 EEBE,Castellter,8183,2
2948,22-23,295 EEBE,Castellví ,8769,1
2949,22-23,295 EEBE,Centelles,8540,2
2950,22-23,295 EEBE,Cerdanyola,8193,1
2951,22-23,295 EEBE,Cerdanyola,8290,15
2952,22-23,295 EEBE,Cervelló,8758,2
2953,22-23,295 EEBE,Cervera,25200,1
2954,22-23,295 EEBE,Ciutadella,7760,4
2955,22-23,295 EEBE,Collbató,8293,4
2956,22-23,295 EEBE,Corbera de,8757,18
2957,22-23,295 EEBE,Corella,31591,1
2958,22-23,295 EEBE,Cornellà d,8940,53
2959,22-23,295 EEBE,Cubelles,8880,2
2960,22-23,295 EEBE,Cunit,43881,1
2961,22-23,295 EEBE,Dosrius,8319,3
2962,22-23,295 EEBE,Eivissa,7800,1
2963,22-23,295 EEBE,Eivissa,8029,1
2964,22-23,295 EEBE,El Bruc,8294,3
2965,22-23,295 EEBE,El Masnou,8320,28
2966,22-23,295 EEBE,El Montmel,43718,1
2967,22-23,295 EEBE,El Papiol,8754,1
2968,22-23,295 EEBE,El Prat de,8820,12
2969,22-23,295 EEBE,El Vendrel,43700,3
2970,22-23,295 EEBE,Esparregue,8292,5
2971,22-23,295 EEBE,Esplugues ,8950,18
2972,22-23,295 EEBE,Figaró-Mon,8590,1
2973,22-23,295 EEBE,Figueres,17600,1
2974,22-23,295 EEBE,Fogars de ,8479,1
2975,22-23,295 EEBE,Folguerole,8519,4
2976,22-23,295 EEBE,Franqueses,8520,14
2977,22-23,295 EEBE,Franqueses,8521,3
2978,22-23,295 EEBE,Fuenlabrad,28944,1
2979,22-23,295 EEBE,Gavà,8850,17
2980,22-23,295 EEBE,Gelida,8790,9
2981,22-23,295 EEBE,Girona,17003,2
2982,22-23,295 EEBE,Girona,17005,3
2983,22-23,295 EEBE,Girona,17006,1
2984,22-23,295 EEBE,Girona,17007,1
2985,22-23,295 EEBE,Gironella,8680,1
2986,22-23,295 EEBE,Granada,18003,1
2987,22-23,295 EEBE,Granollers,8401,11
2988,22-23,295 EEBE,Granollers,8402,16
2989,22-23,295 EEBE,Granollers,8450,1
2990,22-23,295 EEBE,Gualba,8474,1
2991,22-23,295 EEBE,Gurb,8503,1
2992,22-23,295 EEBE,Hospitalet,8901,19
2993,22-23,295 EEBE,Hospitalet,8902,25
2994,22-23,295 EEBE,Hospitalet,8903,9
2995,22-23,295 EEBE,Hospitalet,8904,13
2996,22-23,295 EEBE,Hospitalet,8905,12
2997,22-23,295 EEBE,Hospitalet,8906,18
2998,22-23,295 EEBE,Hospitalet,8907,7
2999,22-23,295 EEBE,Hospitalet,8908,3
3000,22-23,295 EEBE,Hospitalet,8970,1
3001,22-23,295 EEBE,Igualada,8700,7
3002,22-23,295 EEBE,La Bisbal ,17100,1
3003,22-23,295 EEBE,La Garriga,8530,9
3004,22-23,295 EEBE,La Llacuna,8779,1
3005,22-23,295 EEBE,La Llagost,8120,5
3006,22-23,295 EEBE,La Nou de ,43763,1
3007,22-23,295 EEBE,La Palma d,8756,1
3008,22-23,295 EEBE,La Pobla d,43761,1
3009,22-23,295 EEBE,La Roca de,8430,5
3010,22-23,295 EEBE,La Selva d,43470,1
3011,22-23,295 EEBE,La Sénia,43560,1
3012,22-23,295 EEBE,L'Arboç,43720,1
3013,22-23,295 EEBE,Lleida,25003,2
3014,22-23,295 EEBE,Lliçà d'Am,8186,13
3015,22-23,295 EEBE,Lliçà de V,8185,2
3016,22-23,295 EEBE,Llimiana,25006,1
3017,22-23,295 EEBE,Llinars de,8450,4
3018,22-23,295 EEBE,Lloret de ,17310,4
3019,22-23,295 EEBE,Logroño,26003,1
3020,22-23,295 EEBE,Maçanet de,17412,1
3021,22-23,295 EEBE,Madrid,28032,1
3022,22-23,295 EEBE,Majadahond,28222,1
3023,22-23,295 EEBE,Malgrat de,8380,7
3024,22-23,295 EEBE,Manacor,7500,1
3025,22-23,295 EEBE,Manlleu,8560,3
3026,22-23,295 EEBE,Manresa,8242,1
3027,22-23,295 EEBE,Maó-Mahón,7700,1
3028,22-23,295 EEBE,Maó-Mahón,7714,1
3029,22-23,295 EEBE,Maria de l,7519,1
3030,22-23,295 EEBE,Martorell,8760,15
3031,22-23,295 EEBE,Martorelle,8107,3
3032,22-23,295 EEBE,Matadepera,8230,1
3033,22-23,295 EEBE,Mataró,8301,14
3034,22-23,295 EEBE,Mataró,8302,22
3035,22-23,295 EEBE,Mataró,8303,16
3036,22-23,295 EEBE,Mataró,8304,31
3037,22-23,295 EEBE,Mataró,8392,3
3038,22-23,295 EEBE,Mijas,29651,1
3039,22-23,295 EEBE,Moià,8180,1
3040,22-23,295 EEBE,Molins de ,8750,10
3041,22-23,295 EEBE,Mollet del,8100,23
3042,22-23,295 EEBE,Montblanc,43400,1
3043,22-23,295 EEBE,Montcada i,8110,14
3044,22-23,295 EEBE,Montesquiu,8585,1
3045,22-23,295 EEBE,Montgat,8390,8
3046,22-23,295 EEBE,Montgat,8930,2
3047,22-23,295 EEBE,Montmeló,8160,5
3048,22-23,295 EEBE,Montornès ,8170,9
3049,22-23,295 EEBE,Monzón,22400,1
3050,22-23,295 EEBE,Móra d'Ebr,43740,1
3051,22-23,295 EEBE,Murcia,30005,1
3052,22-23,295 EEBE,Olèrdola,8734,1
3053,22-23,295 EEBE,Olesa de B,8795,1
3054,22-23,295 EEBE,Olesa de M,8640,4
3055,22-23,295 EEBE,Olivella,8818,1
3056,22-23,295 EEBE,Olot,17800,3
3057,22-23,295 EEBE,Òrrius,8317,1
3058,22-23,295 EEBE,Ourense,32001,1
3059,22-23,295 EEBE,Ourense,32002,1
3060,22-23,295 EEBE,Palafolls,8389,1
3061,22-23,295 EEBE,Palafrugel,17200,1
3062,22-23,295 EEBE,Palamós,17230,1
3063,22-23,295 EEBE,Palau-soli,8184,4
3064,22-23,295 EEBE,Palencia,34004,1
3065,22-23,295 EEBE,Pallejà,8780,1
3066,22-23,295 EEBE,Palma de M,7003,2
3067,22-23,295 EEBE,Palma de M,7006,1
3068,22-23,295 EEBE,Palma de M,7008,1
3069,22-23,295 EEBE,Palma de M,7010,2
3070,22-23,295 EEBE,Palma de M,7013,2
3071,22-23,295 EEBE,Parets del,8150,8
3072,22-23,295 EEBE,Piera,8760,1
3073,22-23,295 EEBE,Piera,8784,2
3074,22-23,295 EEBE,Pineda de ,8397,14
3075,22-23,295 EEBE,Polinyà,8213,3
3076,22-23,295 EEBE,Pradejón,26510,1
3077,22-23,295 EEBE,Premià de ,8330,23
3078,22-23,295 EEBE,Premià de ,8338,13
3079,22-23,295 EEBE,Puigcerdà,17520,1
3080,22-23,295 EEBE,Reus,43202,1
3081,22-23,295 EEBE,Reus,43205,1
3082,22-23,295 EEBE,Ripoll,17500,1
3083,22-23,295 EEBE,Ripollet,8291,12
3084,22-23,295 EEBE,Roda de Te,8510,3
3085,22-23,295 EEBE,Roquetes,43520,1
3086,22-23,295 EEBE,Rubí,8191,11
3087,22-23,295 EEBE,Sabadell,8201,1
3088,22-23,295 EEBE,Sabadell,8202,5
3089,22-23,295 EEBE,Sabadell,8203,6
3090,22-23,295 EEBE,Sabadell,8204,4
3091,22-23,295 EEBE,Sabadell,8206,3
3092,22-23,295 EEBE,Sabadell,8207,3
3093,22-23,295 EEBE,Sabadell,8208,3
3094,22-23,295 EEBE,Sallent,8930,1
3095,22-23,295 EEBE,Salomó,43885,1
3096,22-23,295 EEBE,Sant Adrià,8020,3
3097,22-23,295 EEBE,Sant Adrià,8460,1
3098,22-23,295 EEBE,Sant Adrià,8918,1
3099,22-23,295 EEBE,Sant Adrià,8930,90
3100,22-23,295 EEBE,Sant Adrià,25310,1
3101,22-23,295 EEBE,Sant Andre,8392,15
3102,22-23,295 EEBE,Sant Andre,8740,9
3103,22-23,295 EEBE,Sant Anton,7820,1
3104,22-23,295 EEBE,Sant Anton,8459,2
3105,22-23,295 EEBE,Sant Boi d,8830,44
3106,22-23,295 EEBE,Sant Carle,43540,2
3107,22-23,295 EEBE,Sant Celon,8470,6
3108,22-23,295 EEBE,Sant Clime,8849,2
3109,22-23,295 EEBE,Sant Cugat,8172,9
3110,22-23,295 EEBE,Sant Cugat,8173,19
3111,22-23,295 EEBE,Sant Cugat,8174,3
3112,22-23,295 EEBE,Sant Cugat,8195,5
3113,22-23,295 EEBE,Sant Cugat,8197,5
3114,22-23,295 EEBE,Sant Cugat,8198,2
3115,22-23,295 EEBE,Sant Estev,8461,1
3116,22-23,295 EEBE,Sant Estev,8635,1
3117,22-23,295 EEBE,Sant Feliu,8182,2
3118,22-23,295 EEBE,Sant Feliu,8980,26
3119,22-23,295 EEBE,Sant Fost ,8105,6
3120,22-23,295 EEBE,Sant Fruit,8272,1
3121,22-23,295 EEBE,Sant Hipòl,8512,4
3122,22-23,295 EEBE,Sant Joan ,3550,1
3123,22-23,295 EEBE,Sant Joan ,8970,34
3124,22-23,295 EEBE,Sant Joan ,17860,3
3125,22-23,295 EEBE,Sant Julià,8504,1
3126,22-23,295 EEBE,Sant Just ,8960,8
3127,22-23,295 EEBE,Sant Llore,8212,1
3128,22-23,295 EEBE,Sant Llore,8791,1
3129,22-23,295 EEBE,Sant Martí,8731,1
3130,22-23,295 EEBE,Sant Martí,8930,1
3131,22-23,295 EEBE,Sant Pere ,8489,1
3132,22-23,295 EEBE,Sant Pere ,8572,1
3133,22-23,295 EEBE,Sant Pere ,8810,6
3134,22-23,295 EEBE,Sant Pol d,8395,3
3135,22-23,295 EEBE,Sant Quirz,8192,2
3136,22-23,295 EEBE,Sant Sadur,8770,6
3137,22-23,295 EEBE,Sant Vicen,8394,4
3138,22-23,295 EEBE,Sant Vicen,8620,9
3139,22-23,295 EEBE,Santa Colo,8690,3
3140,22-23,295 EEBE,Santa Colo,8913,1
3141,22-23,295 EEBE,Santa Colo,8921,16
3142,22-23,295 EEBE,Santa Colo,8922,14
3143,22-23,295 EEBE,Santa Colo,8923,20
3144,22-23,295 EEBE,Santa Colo,8924,15
3145,22-23,295 EEBE,Santa Colo,17430,1
3146,22-23,295 EEBE,Santa Cris,17246,1
3147,22-23,295 EEBE,Santa Eulà,7840,1
3148,22-23,295 EEBE,Santa Eulà,8187,5
3149,22-23,295 EEBE,Santa Eulà,8197,1
3150,22-23,295 EEBE,Santa Marg,8710,1
3151,22-23,295 EEBE,Santa Marg,8730,1
3152,22-23,295 EEBE,Santa Mari,8460,4
3153,22-23,295 EEBE,Santa Oliv,43710,2
3154,22-23,295 EEBE,Santa Perp,8130,18
3155,22-23,295 EEBE,Sense Info,1150,1
3156,22-23,295 EEBE,Sense Info,99999,12
3157,22-23,295 EEBE,Sentmenat,8181,1
3158,22-23,295 EEBE,Seva,8553,2
3159,22-23,295 EEBE,Sevilla,41020,1
3160,22-23,295 EEBE,Sils,17410,1
3161,22-23,295 EEBE,Sitges,8870,9
3162,22-23,295 EEBE,Sóller,7100,1
3163,22-23,295 EEBE,Solsona,25280,2
3164,22-23,295 EEBE,Sudanell,25173,1
3165,22-23,295 EEBE,Súria,8260,1
3166,22-23,295 EEBE,Tagamanent,8593,1
3167,22-23,295 EEBE,Taradell,8552,3
3168,22-23,295 EEBE,Tarragona,43001,1
3169,22-23,295 EEBE,Tarragona,43004,2
3170,22-23,295 EEBE,Tarragona,43005,1
3171,22-23,295 EEBE,Tarragona,43007,2
3172,22-23,295 EEBE,Teià,8329,8
3173,22-23,295 EEBE,Teo,15866,1
3174,22-23,295 EEBE,Terrassa,8221,2
3175,22-23,295 EEBE,Terrassa,8222,5
3176,22-23,295 EEBE,Terrassa,8223,6
3177,22-23,295 EEBE,Terrassa,8224,6
3178,22-23,295 EEBE,Terrassa,8225,3
3179,22-23,295 EEBE,Terrassa,8226,1
3180,22-23,295 EEBE,Terrassa,8227,3
3181,22-23,295 EEBE,Tiana,8391,19
3182,22-23,295 EEBE,Tiana,8912,1
3183,22-23,295 EEBE,Tivissa,43746,1
3184,22-23,295 EEBE,Tona,8551,1
3185,22-23,295 EEBE,Tordera,8490,2
3186,22-23,295 EEBE,Torelló,8570,5
3187,22-23,295 EEBE,Torrelavit,8775,1
3188,22-23,295 EEBE,Torrelles ,8629,6
3189,22-23,295 EEBE,Torrijos,45500,1
3190,22-23,295 EEBE,Tossa de M,17320,1
3191,22-23,295 EEBE,Tremp,25620,1
3192,22-23,295 EEBE,Valderrobr,44580,1
3193,22-23,295 EEBE,Valencia,46007,1
3194,22-23,295 EEBE,Valladolid,47010,1
3195,22-23,295 EEBE,Vallgorgui,8471,1
3196,22-23,295 EEBE,Vallirana,8759,3
3197,22-23,295 EEBE,Vallromane,8188,3
3198,22-23,295 EEBE,Valls,43800,1
3199,22-23,295 EEBE,Vic,8500,14
3200,22-23,295 EEBE,Vigo,36211,1
3201,22-23,295 EEBE,Viladecans,8840,22
3202,22-23,295 EEBE,Viladecava,8232,4
3203,22-23,295 EEBE,Vilafranca,8720,9
3204,22-23,295 EEBE,Vilanova d,8410,2
3205,22-23,295 EEBE,Vilanova d,8788,4
3206,22-23,295 EEBE,Vilanova i,8800,11
3207,22-23,295 EEBE,Vilassar d,8339,14
3208,22-23,295 EEBE,Vilassar d,8340,30
3209,22-23,295 EEBE,Vinaròs,12500,1
3210,22-23,300 EETAC,Abrera,8630,1
3211,22-23,300 EETAC,Abrera,8757,1
3212,22-23,300 EETAC,Alella,8328,1
3213,22-23,300 EETAC,Alfàs del ,3581,1
3214,22-23,300 EETAC,Almería,4131,1
3215,22-23,300 EETAC,Alpicat,25110,2
3216,22-23,300 EETAC,Altafulla,43893,1
3217,22-23,300 EETAC,Amposta,43870,1
3218,22-23,300 EETAC,Arenys de ,8350,2
3219,22-23,300 EETAC,Argentona,8310,1
3220,22-23,300 EETAC,Badalona,8911,3
3221,22-23,300 EETAC,Badalona,8912,6
3222,22-23,300 EETAC,Badalona,8913,2
3223,22-23,300 EETAC,Badalona,8914,2
3224,22-23,300 EETAC,Badalona,8915,3
3225,22-23,300 EETAC,Badalona,8916,2
3226,22-23,300 EETAC,Badalona,8917,6
3227,22-23,300 EETAC,Badalona,8918,2
3228,22-23,300 EETAC,Badia del ,8214,1
3229,22-23,300 EETAC,Balaguer,25600,3
3230,22-23,300 EETAC,Barberà de,8210,2
3231,22-23,300 EETAC,Barcelona,8001,1
3232,22-23,300 EETAC,Barcelona,8002,6
3233,22-23,300 EETAC,Barcelona,8003,5
3234,22-23,300 EETAC,Barcelona,8004,8
3235,22-23,300 EETAC,Barcelona,8005,12
3236,22-23,300 EETAC,Barcelona,8006,10
3237,22-23,300 EETAC,Barcelona,8007,1
3238,22-23,300 EETAC,Barcelona,8009,1
3239,22-23,300 EETAC,Barcelona,8010,1
3240,22-23,300 EETAC,Barcelona,8011,6
3241,22-23,300 EETAC,Barcelona,8012,3
3242,22-23,300 EETAC,Barcelona,8013,13
3243,22-23,300 EETAC,Barcelona,8014,23
3244,22-23,300 EETAC,Barcelona,8015,15
3245,22-23,300 EETAC,Barcelona,8016,16
3246,22-23,300 EETAC,Barcelona,8017,6
3247,22-23,300 EETAC,Barcelona,8018,6
3248,22-23,300 EETAC,Barcelona,8019,5
3249,22-23,300 EETAC,Barcelona,8020,9
3250,22-23,300 EETAC,Barcelona,8021,2
3251,22-23,300 EETAC,Barcelona,8022,6
3252,22-23,300 EETAC,Barcelona,8023,4
3253,22-23,300 EETAC,Barcelona,8024,13
3254,22-23,300 EETAC,Barcelona,8025,15
3255,22-23,300 EETAC,Barcelona,8026,7
3256,22-23,300 EETAC,Barcelona,8027,12
3257,22-23,300 EETAC,Barcelona,8028,29
3258,22-23,300 EETAC,Barcelona,8029,12
3259,22-23,300 EETAC,Barcelona,8030,15
3260,22-23,300 EETAC,Barcelona,8031,9
